cluster_id,x,y,content
0,-0.74668074,-0.06776087,20年前it和现在一样火好吧
1,-3.7982464,-0.45935965,20年工作两年空窗两年，现在是听到空窗就直接拒绝，在想要不要捏一段工作经历了，太诚实了对自己一点都不好[笑哭R]
0,-1.4495609,-0.12585568,211工科确实很能打，如果是双非，路真的会难走很多
0,-2.5279024,-0.34817776,211本不想做程序员，目前大三没实习经验，能力一般，要考研吗[哭惹R]
1,-5.789782,-0.34174812,22双非本科毕业，大三秋招拿到了某大厂offer，建议是大三开始就决定好要走什么路，就业就刷题+自己钻研一些项目，能去实习是最好的，没有就润色自己的项目，稍微有点亮点，项目内容读透，秋招其实就是看个人的学习能力及基本功，项目大部分人都大差不差
0,-0.9116877,-0.09810927,22岁大三，可以培养什么技能，求推荐[萌萌哒R]
0,-2.6008966,-0.2910399,23届 已GAP过两次 这次比较久一点 半年了 已经没有冲劲了 现在就觉得工作也就那样了
0,-2.9271786,-0.4006383,23届软工先去移动上了一会班感觉卖卡啥的不对劲和投的技术岗没关系，然后辞职没找到相关专业的工作去年24年底回家看店了[笑哭R]累得要死
0,-2.513747,-0.3003622,24届你现在被裁还好一些，最起码有一年的工作经验，我去年被裁才半年[哭惹R]
0,-0.25513166,-0.033407297,24年开始法硕题目趋向法考题目
1,-9.700219,-1.1056435,24考研人：无语、我们专业工作根本不用研究生、但是招聘单位非要研究生，我真的烦死了逼着我我跟他们一起卷考研。虽然还有一年多的时间但是我觉得还是要把考研词汇大纲背5遍，我为什么有这么变态想法，因为我专业人已经背了一遍了！[惊恐R][惊恐R][惊恐R]
0,-0.9638835,-0.12865025,25届已躺 首份工作谷店已跑三千加上提成单休九小时纯为爱发电了[笑哭R]
0,-1.2793168,-0.18232429,25届的没有找到工作，想回家了怎么办
1,-7.6574736,-0.2599883,27年毕业，河南二本学校大三在读，制药工程专业，感觉考公太难了，很可能徒劳白费力，想工作但又感觉自己没做好适应社会的心理准备，心里觉得自己应该考研，但看了评论区又觉得考研也没用，都后悔自己当初为什么不选个师范专业，可能会准备考教资[哭惹R][哭惹R]好纠结
0,-0.21248008,-0.033803634,2800的工资也是拿上了[哭惹R]
0,-0.024123732,-0.005364787,283厂怎么样
0,-0.82120657,-0.07102917,3/4真的有这个岗位吗
0,-0.17780226,-0.034854524,311避一下
0,0.036862932,-0.0036888798,32和29[doge]
0,-0.13173302,-0.028135657,34岁刚卷到首付咋办[捂脸R]
0,-0.27093527,-0.03603674,360凭什么？
0,-1.1006585,-0.15742156,40岁找不到工作怎么办？
0,0.0,0.0,50k挺多的
0,-1.0983629,-0.12083171,58虽然有点名气，但是算不上大厂[扶额R]
0,-0.24412438,-0.0064409366,60+可以的
0,-1.303462,-0.11568332,81年老阿姨，2008年开始，五家外企，其中不乏顶级头部，像亲说的，好汉不提当年勇，9月底团队解散后90后的伙伴们都陆续上班或者面试不断，老阿姨这里彻底沉寂[萌萌哒R]
1,-4.265155,-0.4050243,92应该不愁就业的，只是怕你不一定喜欢这个行业，程序员有些公司挺累的，成都和重庆是有岗位的，成都多一点，钱也多一点，成都地比较平，适合长久待着。但是成都重庆这边挺卷的，不过你有这学历应该不用担心。
0,-2.5120313,-0.32759747,985军工院校本和港硕真的不好找吗[哭惹R]我现在大二但是感觉自己保不上研了还打算准备读港硕来着[哭惹R]
0,-2.612187,-0.26256076,985本硕工资太高了，如果工作能力达不到这个工资的程度，就很容易被裁
1,-5.9780874,-0.73548174,985，211以及任何会计本科已经拿到四大或者任何其它好offer的孩子，真别考虑读什么研究生了。工作期间考CPA是正经。本科加CPA，第一个Offer良好的工作起点，这些就是黄金开局，堪称是金风玉露一相逢，便胜却人间无数，白给研究生读都不要去浪费时间。
0,-0.21257633,-0.017332468,"""9【全部复制—打开🍠APP】 1月7日截止，""""26考公考编刷题""""欢迎有缘人 MU1409 :/#i🍑😗🥮🥪😒🐻😀🍩😉😌😋🍔"""
0,-0.20767109,0.0052759154,9本9硕有机会吗
0,-1.1331608,-0.187774,9本软件工程大二下，不打算读研，推荐走什么方向呀[哭惹R][哭惹R]
0,0.0,0.0,@Lyndi_ @Sept sucrés @Augenstern @ᅠᅠ
0,0.0,0.0,@Superpleat Studio 本期嘉宾小姐姐[举手R]
0,0.0,0.0,@amnjsu 照镜子
0,-0.013978294,-0.001036673,@人民网 @大象新闻 @中国新闻社 [哭惹R]太过分了
0,-0.58627546,0.108183965,@兔钱就写暴富好咯 @😓 @last @萌萌哒编导黑哥 屏幕前的家人们觉得我会赢吗
0,-0.53332454,-0.0729115,@小地蛋薯 完蛋了，我喜欢的三个城市都在榜上[汗颜R][汗颜R][汗颜R]
0,-0.21791255,-0.016059622,@当然做梦 怎么也不跟我闲聊了
0,-0.0054456443,0.0014360944,@扁桃体永不发言 主题词作文
0,-0.28910515,-0.038091887,@泽泽的宝 llm是什么
0,-0.12963039,-0.0109995175,@问一问 帮我总结笔记和评论区要点
0,-0.55469924,0.04294572,AI PM不就是业务吗
0,-0.18983787,0.060803656,AI is泡沫快破了
0,-0.23396447,0.054041836,AI+GPU云产品/解决方案
2,-0.7030653,0.1593116,AI不懂留白，有些人都理解不了、更何况AI
2,-5.554151,0.29383835,AI不是会取代程序员，而是减少非常多的程序员岗位，其实就是变相的取代了部分程序员。不过对于我这种超过50的程序员AI真的非常好用。我在一天之内使用AI开发了一个定制化的多路智能开关，用的是从来没有接触过的ESP编程。包括WiFi配网，实体开关和HAOS面板的双控输出，几百行代码不算多但对于五十多的人来说如果自己学习和写好工作量绝对不小。也用AI写没学过的Python 机器视觉类的程序。
0,-0.6221474,0.041662965,AI可以签字吗，可以进蓝提桥进修吗[doge]
2,-1.6446561,0.4289734,AI对生产力的提升是可视化的 为什么总有人认为AI可以在两年内就改造我们的生活？太苛刻了
0,-0.91090816,0.062132806,AI时代Python越来越重要啦，小白可以试试夜曲编程app～
0,-0.48766077,0.049785785,AI独立开发者可以吗
2,-2.7435338,-0.07180808,AI现在只差一双灵巧手。AI的理解分析能力已经足以胜任体力工作。也就是几年的事。
2,-0.65289783,0.085737914,AI赛事最多的平台还有AI TOP100，上个月就发了20多万的奖金
0,-0.5414058,0.056711607,AI＋跨文化语言学习教育产品开发者
0,-1.5527911,0.11531322,Ai  对普通人来说是一把像超级神兵的普通武器，但对高手来说才能发挥最大作用，因为高手本身武功高强，多了一把屠龙刀更是所向披靡[微笑R]
0,-3.107939,-0.21076053,Ai 可以帮你吧菜种好，猪养好，备好准备到你的手边，甚至还能帮你稍微炒那么一炒，但是咸了，淡了，好吃不好吃，还需要一个人盯着。的确是人需求变少了，但是这个人要知道猪肉骚不骚，菜有没有虫
2,-1.3085171,1.1729132,Ai就是靠摄取人类几千年智慧成果来干掉人类的卑鄙发明，是一个应该像克隆一样被封存的不道德技术。
0,-0.0033545187,0.0027246603,Ai搞的[偷笑R]
0,-0.033712927,0.0053210184,Ai社区群已建好[哇R]
0,-0.2371935,-0.032280274,Azure业绩不好吗
0,-0.1588111,0.00071135897,CL 方法千千万，但最简单的 replay 总是意外的好使[笑哭R]
0,-0.075520925,-0.002471434,CQC是为什么
0,0.0,0.0,Cjbd
0,-0.10796615,-0.0065947096,DeepSeek写的，我看过DeepSeek一模一样的回答
0,-0.08457813,0.0056057028,DeepSeek经常沉默呀
0,-0.0872374,-0.016350469,Detect adversarial with agents，这么无聊的吗[石化R]
1,-3.636306,-0.43717426,Gap了一年，中间6个月和小伙伴一起创业，但是创到没钱了。以前在大城市小县城（广州花都）当人事主管（小公司，一年销售流水8000w左右），离家2公里，工资8.7k，从专员爬上来的。现在刚入职广州白云私企大厂（流水几个y），离家30公里，每天地铁，工资8.3k，都是大小周。有人给点建议不
0,-0.02861969,0.007211437,Google Ai Studio自己搭建呢
0,0.0,0.0,Groq
0,-0.20772249,0.05916964,Harvey AI 如何
0,-0.3491073,-0.04857029,Niki姐姐真的好厉害[哇R]
0,-0.35550836,-0.039280515,N➕4也比某司上午开会，下午通知强太多啊。毕竟贝壳的产品经理、运营在同行薪资也算上等了
0,-0.22303435,-0.0110216,Oracle在中国应该没有多少人了吧
0,-0.1626076,-0.024088152,"""PDF👉6【长按复制，小红书APP见】 1月11日到期，""""26管综备考1️⃣1️⃣|范嘟嘟""""志同道合处 CZ3302 :/#s🍙🐡😒🍇😎🌽🐡🍕🐡🌽🍔😉"""
0,-0.10875063,-0.0005507855,RL被折磨崩溃了[哭惹R]
0,-0.018921575,-0.0030544524,"Who was that teacher in green jacket, which you stated at Beilin !! 🤔🤔🤔🤔"
0,-0.23833501,-0.04472265,[doge]工资多少
0,-0.19896138,0.05522106,[doge]庸才永远是ai最早开刀的[doge]
0,-1.5303003,-0.20430881,[doge]我也23硕，签了设计院干两月就跑了，然后考了事业编，干了半年又跑了，现在家里蹲一年了
2,-1.8642939,0.1118482,[doge]我们公司做ai多招了200多个人，客户公司因为ai帮忙裁了几万人
0,0.02526517,-0.004486777,[偷笑R]带路党
0,-2.5369313,-0.21533497,[哭惹R][哭惹R][哭惹R][哭惹R]我最近有点有心无力[哭惹R][哭惹R][哭惹R]没想过放弃也没想过退缩但我就是控制不了的疲惫，特别特别疲惫状态超级不好，最后一周本来打算冲一下的，结果状态出奇地差[哭惹R][哭惹R][哭惹R][哭惹R]
1,-3.943524,-0.5392464,[哭惹R]我是27考研，看了好多经验贴，十二月了还是好迷茫，甚至考什么都还在犹豫，想报个班但是又害怕被坑，想找老师咨询但是感觉到处广告满天飞[哭惹R]
1,-4.0538197,-0.15035143,[害羞R][哇R]有没有贝贝一起抱团呀，被教育醒悟了，大学真的不能太摆烂，真的要学点真东西不至于毕业即失业[失望R]。本人07女大想找个同级（准大一）的搭子一起相互督促，本人超绝enfj人，会规划，现阶段打算准备把英语技能学好过四六级。[哇R]我们可以每天相互打卡，一起进步[喝奶茶R]
0,-0.1433379,-0.016885666,[微笑R]听起来很有意思[斜眼R]
0,-0.73579454,-0.010738056,[微笑R]哪，专家晓得，是工资太低了的问题[捂脸R]一个年轻人上头好几个老年人要养
0,-1.2489038,-0.15158266,[拥抱R][拥抱R][拥抱R]难难的，但是还是要继续
0,-1.8758606,-0.19216046,[捂脸R]正常，本科毕业不到一个月，爸妈想赶我去当楼下超市收银员……就是见不得我在家……中国式父母见不得你不吃苦，你今天多享一天福好像有罪一样
0,-2.6786475,-0.32243076,[捂脸R]老师，那是我不想敲代码吗，是我敲不出来，学的网络工程专业，毕业还去培训了网络工程师，结果还是啥也不会，属实是没有编程的天赋了…
0,-0.64020705,-0.090937845,[皱眉R]感觉每一个帖子都在为我量身定做，非常有启发[偷笑R]
0,-0.078133814,-0.013139793,[石化R]刚写了一篇类似的 这就撞题了
0,-0.56752837,0.032243427,[笑哭R]AI原了我这个大叔设计漫画的梦想，业余搞下也是很好的兴趣
2,-4.3620276,-0.05478231,[赞R][玫瑰R]请教一下，一学期下来那些学生掌握的都是社会企业需要的实用的的项目能力，还是掌握基本能力而实际应用能力需要自己深入钻研？学校关于大学生培养要求一定要时刻与实际工程要求紧密捆绑吗？谢谢[玫瑰R]
0,0.08773657,-0.012696298,[飞吻R][飞吻R]真棒的提醒
0,-0.5169603,-0.13833944,[飞吻R]留下专业[偷笑R] 有对应的[害羞R]word、pdf、  ppt模板  [微笑R]可直接抄的成品[偷笑R]
0,-0.6904441,0.002528524,ai security有懂的吗？这个方向如何
0,-0.22177082,0.049759973,ai 写的么这是
0,-0.31171834,-0.01821955,aigc有必要报班学习吗
2,-2.2190905,0.38195938,ai产品的工作难度太大了，都是不成熟技术让研发真的边研发边开发，产品全是非功能要求大于功能要求 ，ai产品怎么把握排期和功能，完全是产品的上级职业，不可能消失的[笑哭R]
0,-0.22177082,0.049759973,ai产物
0,-0.8992627,0.04638553,ai太机械化，回答问题不精准，也不专业
0,-0.7274111,-0.019737745,ai更多还是用在了自媒体写文案，做短视频上。
0,-0.87971854,0.41844553,ai替代不了设计师  他们无法无限制又精准的满足甲方吹毛求疵的欲望
2,-1.3637198,0.09601132,ai最先淘汰的是觉得ai可以代替人工的老板们[笑哭R]
0,-0.4328777,0.061622072,ai最后将引发战争和斗争
0,-2.0187304,0.14771722,ai真的很厉害的，工作中深有体会，只能去学习运用它，绝对不能看轻
0,-0.32300255,0.0884018,ai翻译错误
0,-0.04648824,-0.005477345,aws今天裁了么
0,-0.02015965,-0.010832714,base上海dd
0,-0.16992262,-0.025236795,base高了不少，身边都有个28k+
0,-0.27093527,-0.03603674,bb口红好好看🥺什么牌子色号的🙏🏻
0,-0.6717848,0.12692238,byd怎么会给985硕开13？迪子今年不按照学历给钱了吗
0,0.0,0.0,cad
2,-2.9869368,-0.017896838,cc/cursor重度用户，中大型软件项目基本每一步都需要check，哪怕把功能拆的很细给AI，它依然有很大概率给你的不是你想要的或者是不利于后期扩展维护的做法（哪怕写了rules），效率确实提升很多，但根本无法替代人。
0,-0.077897936,-0.012380893,"dd,想尝试申请~"
0,0.015034538,-0.0006221334,dd.
0,-0.6514726,-0.032443516,dd姐妹我们可以一起啊 我也是25应届
0,-0.7986573,-0.046116453,dd已关可以呐走了[害羞R] 不然我发不了太多给你噢[握手R]  (ping台规定未互关只能发一条消息)
0,0.0,0.0,didi
0,-0.7950783,-0.105142534,gap两年七个月了，最近有点焦虑[哭惹R]
1,-4.261591,-0.43156928,gap过半年，一开始很爽，但是久了就开始想东想西，人一闲就开始思考人生的意义是什么然后越想越emo悲观。而且我是一个i人那段时间也一周出门一次感受一下人气，但是还是感觉到虚无
0,-0.9676857,-0.04897687,hci领域都比较能说会道，具有想象力，对于技术的认知有时候超脱于时代
0,-0.0057972223,-0.002530514,hc变少了
0,-0.8676008,0.11794027,hc没变多，人却多了，而且大家都变得更卷了，薪资涨了跟没拿到 offer 的人有啥关系[偷笑R]
0,-0.07997888,0.005642807,lovart很容易被干掉
0,-0.41762623,-0.052214727,lz 这么优秀当时去事业单位 心里会有落差吧
0,-0.37275767,-0.035699263,memory确实是最该攻克的 也是目前进展最慢的
0,-0.1976795,-0.034816246,momo老师终于更新了[哭惹R]
0,-0.48530298,-0.036839113,msft就是大厂的地板
0,-0.2550264,-0.04045558,n也不想给呢，
0,-2.8331738,-0.37659827,offer的事情等考研结束我再说，我找了好多本科同学的简历还有经验可以分享给大家૮₍˶ᵔᵕᵔ˶₎ა
0,-0.43481755,-0.059597403,pdd感觉每年都在招人[微笑R]
0,-0.15682587,-0.023224743,pdd是业绩好，加上离职率高。
0,-1.5171763,-0.107134834,respect[皱眉R]几乎相似的背景（甚至mbti），结果这几个月除了玩就是焦虑了，看完明白要重新建立秩序来获得掌控感了[笑哭R]
0,-0.43528023,-0.05865629,rl都黑了，r1怎么做出来的没看论文啊
0,-0.46534002,-0.07088576,sai那边还有没选老师的吗[笑哭R]
0,-0.24412438,-0.0064409366,stemopt可以做吗
0,0.009833561,-0.00089107885,system还土木啊，那arch是？
0,-0.012692065,-0.00023720964,tmd图片都包浆了[笑哭R]
0,0.005335068,-0.0027420241,uu高压Z淘宝，[自拍R]
0,-1.0675476,-0.07926734,vla博后建议可以从vla里面的vlm或者vla+wm+rl来做手，wm再不济也可以去搞文生图 genie3
0,0.0,0.0,zju吗
0,-0.76660204,0.18247871,"""“因为他们都是我的粉丝""""，哈哈哈，用户画像过于清晰了"""
0,-0.14949897,0.19869108,“存在诈骗风险”[哭惹R][哭惹R]
2,-3.261852,1.4608058,“技能升级 - 学习AI无法替代的技能”  什么样的技能是AI无法替代的呢？ 有种说法是25年之后，人类可能会永生。现在99%的人都在焦虑，可是焦虑不管用，
0,0.0,0.0,4.0
1,-5.2640705,57.540264,“精神是物质在人脑中的反映”并不能推出“物质丰富只会充实精神世界，物质主义潮流不可能造成人类精神世界的空虚”。物质丰富还可能充实物质生活，丰富的物质也未必不会造成精神世界的空虚。
0,-0.83624595,0.16071872,“适不适合”从来不是专业决定的，是方向选得对不对。
0,0.017012173,0.00011634368,1.0
0,-0.7246513,-0.049672414,…这个药一定要一口喝完啊，不然更苦了[捂脸R]
0,0.0,0.0,《不内卷》
0,-1.6392727,-0.0952618,《男女主在一起后，如果播配角，观众全跑了》破案了，所以他们是心里门清的，就是硬给配角加戏[偷笑R]你不爱吃但我可以硬喂啊[偷笑R]
0,-1.8604165,-0.26781374,一个个说的跟天塌了似的，我去年11月6号到今年10月9号全程休息，这不还是找到工作了
0,-0.90419304,-0.11946562,一个人的黄金工作年龄能卡上周期多大一块，想说别太武断了
0,-3.4541256,-0.4372044,一个感觉 但是考研我也不喜欢[哭惹R]找到的工作也不是很喜欢
0,-2.2957273,-0.22427325,一个月了，一直被拒，本来麻木了，今天突然收到一个3500月薪单休通勤4小时的工作，哭了一下午到现在，情绪不断崩溃
0,-0.54191554,-0.051534843,一个比赛，想要下这个视频，谢谢啦
0,-0.4690228,-0.029915594,一号网红开始学习腌制新一喵
0,-0.94461733,-0.14335921,一年拿百万工资还能被人贬，小红书评论区还是太强大了
0,-0.48446673,-0.013284425,一旦去改变，就会开始改变！
0,-0.86704355,-0.08532186,一样四月辞职躺到现在
0,-0.8429282,-0.096661545,一样现在想退学[捂脸R]
0,-1.3354448,-0.1710306,一样的，直到我上了八个月的b班，烦得要死现在想去读研重开一下[汗颜R]
0,-1.6363008,-0.26194772,一毛一样姐妹！我也是enfp ！25毕业，二战马上失败！怎么能这么像[捂脸R][捂脸R][捂脸R][捂脸R]
0,-1.449413,-0.15366842,一看工作不饱满，还有时间有精力拍视频剪视频
0,-0.009041305,-0.0018682125,一眼whu计院
0,0.0,0.0,一言难尽(￢_￢)
0,-1.6558015,0.18278654,万一以后想离开临床  研究生才有挑选的资格 未来211本科可能都不算什么
0,-2.2768607,-0.30667046,三年前巅峰时期就是我在考研[石化R]三年后的巅峰时期我正好在考公[石化R]
0,-1.8234626,-0.28400427,三年前本科毕业点就送的企业今年研究生毕业简历挂了
0,-0.33148184,-0.037234843,三星堆是什么意思
0,-0.28828093,-0.015266145,三本可以吗[哭惹R]
0,-1.6055514,-0.01272733,三次录制机会是指觉得问题回答不好可以重新回答吗
1,-4.2970057,0.12891817,上个世纪50年代，美国的一个小县的农场里有一颗榆树，农场主为了栓牛在这颗榆树上栓了一根铁绳，这看上去说很痛苦的经历。但是一场奇怪的植物真菌感染突发，农场里的其他榆树的叶子枯萎发黄，树根也发黑，只有这一颗枝繁叶茂。植物学家很感兴趣，于是开始进行调查，发现是因为栓了铁绳这根铁绳一直给榆树输送铁元素才避免了被真菌感染。这个故事告诉我们，生活中的艰难困苦在一定程度上会协组我们度过难关，在逆境中成长。
0,-3.4369547,0.049010284,上个世纪五十年代，有个农场主为了栓牛，将牛用铁圈栓在了一颗榆树上，过了好多年，这颗榆树长大了，但铁圈依然栓在榆树上。后来  ，有真菌感染了周围的树，除了这颗被铁圈拴住的榆树依然生机黯然，其它树都病死了。科学家研究其中的道理，尽然发现铁圈在榆树生长的过程中，一直在给它输送铁元素，使之产生了抗真菌的能力。这个故事告诉我们磨难与痛苦总会过去，迎接我们的将是新春
0,-0.44276336,-0.032000247,上学以后很开心[大笑R][大笑R]，超级开心[派对R]
0,0.0,0.0,上完市圈完钱，一地鸡毛
0,-0.21102698,-0.0075783413,上海有机会吗[doge]？
0,0.0,0.0,上百万的算重度吗
0,0.0,0.0,上车了就焊死车门是吧
0,-0.024302589,-0.0020727962,下面扣“1”领全文完整版～～
0,-0.116796605,-0.007185926,不 我越读越开心越读越自信了
0,-0.62282187,-0.048719265,不一定，看后面工资怎么样
0,-0.20459414,0.024427399,不会是你吧 刘同学[doge]
0,-1.5376221,-0.019139176,不会，读出来也是普通人，没有鲤鱼跃龙门。只是多了三年机会继续提升自己罢了。
0,-0.23284483,-0.040564287,不到8000……
0,-1.1861836,0.51149756,不可能，因为AI不会画手[doge]
0,-1.1090682,-0.0027543043,不同意。你就问问你自己愿不愿意和AI或者机器人营销人员互动吧，不管是2B还是2C
0,-1.27023,-0.16793677,不后悔 天坑专业不读研就是及时止损
0,-1.2694265,-0.19631179,不后悔。得知工资待遇的那一刻，我连保研失败和未参与考研的遗憾都烟消云散了[害羞R]
0,-0.2618534,-0.041649017,不在大厂也是九九六月薪三千动不动就加班[笑哭R]
0,-0.35133955,0.03448168,不如all in AI股来对冲！[拥抱R]
1,-3.7971983,-0.20454484,不如再考个公呢？身边有姐妹在事业单位不堪压榨又上岸公务员考走了，而且金融机构相关的中后台比前台还难进…以前待过的机构中后台好些是学历一般但是有关系的，而且这个活又有替代性，也不需要开那么多岗位，恐怕比前台还开得少…
0,-0.6488554,0.023617618,不建议都去做程序员，年龄危机问题太严重了。
0,0.0,0.0,不愧是kk霸王花[赞R][赞R][赞R]
0,-0.86333185,-0.101296574,不懂为什么工资和学校有关。难道干的活不一样？
0,-0.12995271,-0.020884775,不推荐工业设计
0,-1.297241,-0.15378363,不是985 211，读了跟没读没区别，还是建议考公
0,-0.64626867,-0.060861014,不是天天网上发老师累得很？
0,-0.87944853,-0.05228244,不是学生，老师可以吗？
1,-6.712626,-0.08236392,不是很明显吗，我感觉真的在用的人都是觉得这个就工业革命，骂的人都是炒股的[笑哭R]我猜可能突然一大波投资，后来撤走了一些，有人赔了？所以会觉得他是有泡沫的？金融上估计真的有点，但是我觉得后面还是会更多的钱进来，因为他真的是实打实的技术革命
0,-0.9748303,0.29747295,不是所有字节的人生活补贴都能到3k的，很多都是1000+
0,-0.3812831,0.07988346,不止哇，我主业数据分析也被ai取代了，正在大裁员，
0,0.0,0.0,32.0
0,-0.77323985,-0.094256446,不知道从哪方面投[哭惹R]没有对口的感觉
0,-0.38244814,-0.050650798,不知道怎么入手
0,-2.0027928,-0.26386392,不知道找什么工作➡️ 岗位大全就业指南
0,-0.015379321,-0.003570922,不续合同跟被裁是两码事
0,0.0,0.0,不续有n+1吗
0,0.0,0.0,不续约给赔偿金吗
0,-0.37344542,-0.055304684,不考公就得死吗？
1,-8.42714,-0.8289565,不考研的话就准备倒班吧，本科和211硕士在化工企业基本无研发能力[捂脸R]，举个我们单位的例子，煤化工、盐化工、精细化工都有，旗下一个子公司正在上市，招了很多合工大的学生来就是为了上市报表好看[捂脸R]，我们单位之前上的项目用的全都是国际上成熟的技术，技术来源基本都是日本和欧美的，国内的技术来源很多在验证阶段就被砍了，用国内的技术几乎全都是985那些教授团队研发出的[捂脸R]，所以孩子们努力考研考博，为了美好的明天
0,-0.8268538,0.1643717,不至于 留子本来就是要找秋招和第二年春招 不能算Gap
0,-0.030332629,-0.004483818,不至于吧，我在三线，挺清闲的[笑哭R]
0,-0.77270174,-0.10081487,不行啊，这个专业必须读
0,-0.22092424,-0.027687803,不行的是金融，IT没有不行
0,-0.4592973,-0.038776193,不要做太多事又不能不做事，做好本分的事，不做犯错背锅的事。不然早晚被裁员[偷笑R]
1,-7.182596,-0.64368975,不要全怪自己，很多时候环境的一粒沙落在你头上，就很让人不容易。多鼓励自己，一点点走出来。我考研二战失败，当时很多同学都工作1年了，感觉自己人生和别人脱节了，只剩下空空如也的简历和由于不顺和失败带来的习得性无助，一点点鼓励自己、相信自己，以及想要走出困境的决心，一个人来上海找工作，一个星期找到，一年存到10万。
0,-2.0460026,-0.2486689,不要全职考公，不要全职考公，不要全职考公！
0,-0.019587258,-0.0040462133,不读干啥啊
0,-1.8128483,-0.15095417,不读研就要多吃三年上班的苦，交钱上学和挣钱上班，差距那可不是一点半点，你在领导面前，那可真就是低声下气，真正的等级制度就来了
0,-0.11115546,-0.009698645,不赚钱留着有啥用
0,-0.61614317,1.346057,世界是旧人的认知规则，想知道更多首先要敢于质疑
0,-0.1899501,-0.016276287,业绩不行[石化R]整个部门都要优化
0,-0.087826215,-0.011600773,东南BME毕业生表示 你说的对
0,-3.3480356,-0.4909093,中下211，数据科学与大数据技术专业，成绩中等偏上，无竞赛科研，目前大二，家庭负担较大，推荐考公，考研还是就业？
0,-0.1914956,-0.035030082,中传数媒，2.5w。跨境方向。
0,-0.2037398,0.5868391,中兴问面试官都说996了，进去只会更惨啊
0,-0.26891592,1.2924153,中国互联网世界局域网。
0,-0.34617233,0.03983167,中国有真正的实体工程工业，美国已是金融空心大佬！
0,-0.120545976,-0.023688594,临床医学改行能干什么[叹气R]
0,-0.5600154,-0.07416809,临床医学本科可以吗
0,-0.3576696,-0.07059844,临床本科
0,-0.6106162,-0.036873166,为了成为公司的好牛马真是辛苦了
0,-1.0431361,-0.07214919,为什么只选了工程师岗位？只是看薪资有很多别的岗更高啊
0,-0.08758456,-0.005673825,为什么我985本春招0offer啊
0,-2.2635944,-0.18594979,为什么我觉得儿科是最好的呢？我现在就在儿科，我觉得是最好的，真的。[捂脸R]其他科我都轮过。
0,-2.1875882,-0.27720737,为什么要来天津呢，刷到好多毕业来天津的，又不是本地的，何必来这吃苦，去北京，去杭州不好吗，同样的工作在杭州10 k，在天津4k，都是离家都是租房，这么想不开呢
0,-0.1203744,-0.009177387,为啥全程没看到潍柴
0,-0.015459461,-0.003761441,为啥美籍华人面相也变了
0,-0.32100403,-0.012420048,为啥要去挖铜，可以回收利用啊。
0,-0.7979,-0.06206784,主动离职 单亲（丧偶）有女儿要养 可以申请灵活就业社保补助嘛
0,-1.1713704,-0.21118489,主包主包，那双非普通一本建议考研吗？性价比高吗？
0,-1.6067523,-0.0963443,主包你一定要继续做下去啊[哭惹R][哭惹R]，真的非常需要，已经三连支持了
